id,output,gt,text
308,null,null,"""Sample 7700 training sample - Nike jeans and jeans"""
312,null,null,"""Sample 7800 training sample - Nike jeans and tshirts"""
316,null,null,"""Sample 7900 training sample - Nike shoes and socks"""
320,null,null,"""Sample 8000 training sample - Nike tshirts and sweaters"""
324,null,null,"""Sample 8100 training sample - Nike sweaters and sweaters"""
328,null,null,"""Sample 8200 training sample - Nike pants and hoodies"""
332,null,null,"""Sample 8300 training sample - Nike shoes and jeans"""
336,null,null,"""Sample 8400 training sample - Nike hoodies and hoodies"""
340,null,null,"""Sample 8500 training sample - Nike sweaters and sweaters"""
344,null,null,"""Sample 8600 training sample - Nike shoes and shoes"""
348,null,null,"""Sample 8700 training sample - Nike socks and socks"""
352,null,null,"""Sample 8800 training sample - Nike tshirts and sweaters"""
356,null,null,"""Sample 8900 training sample - Nike socks and hoodies"""
360,null,null,"""Sample 9000 training sample - Nike pants and pants"""
364,null,null,"""Sample 9100 training sample - Nike football and socks"""
368,null,null,"""Sample 9200 training sample - Nike sweaters and shoes"""
372,null,null,"""Sample 9300 training sample - Nike tshirts and tshirts"""
376,null,null,"""Sample 9400 training sample - Nike hoodies and socks"""
380,null,null,"""Sample 9500 training sample - Nike tshirts and socks"""
384,null,null,"""Sample 9600 training sample - Nike football and football"""
388,null,null,"""Sample 9700 training sample - Nike hoodies and shoes"""
392,null,null,"""Sample 9800 training sample - Nike jeans and shoes"""
396,null,null,"""Sample 9900 training sample - Nike sweaters and tshirts"""
400,null,null,"""Sample 10000 training sample - Nike jeans and football"""
404,null,null,"""Sample 10100 training sample - Nike shoes and pants"""
408,null,null,"""Sample 10200 training sample - Nike shoes and hoodies"""
412,null,null,"""Sample 10300 training sample - Nike football and jeans"""
416,null,null,"""Sample 10400 training sample - Nike pants and jeans"""
420,null,null,"""Sample 10500 training sample - Nike sweaters and football"""
424,null,null,"""Sample 10600 training sample - Nike pants and jeans"""
428,null,null,"""Sample 10700 training sample - Nike shoes and football"""
432,null,null,"""Sample 10800 training sample - Nike jeans and jeans"""
436,null,null,"""Sample 10900 training sample - Nike jeans and hoodies"""
440,null,null,"""Sample 11000 training sample - Nike hoodies and football"""
444,null,null,"""Sample 11100 training sample - Nike sweaters and socks"""
448,null,null,"""Sample 11200 training sample - Nike hoodies and socks"""
452,null,null,"""Sample 11300 training sample - Nike shoes and jeans"""
456,null,null,"""Sample 11400 training sample - Nike tshirts and tshirts"""
460,null,null,"""Sample 11500 training sample - Nike pants and hoodies"""
464,null,null,"""Sample 11600 training sample - Nike tshirts and hoodies"""
468,null,null,"""Sample 11700 training sample - Nike tshirts and tshirts"""
472,null,null,"""Sample 11800 training sample - Nike shoes and hoodies"""
476,null,null,"""Sample 11900 training sample - Nike socks and socks"""
480,null,null,"""Sample 12000 training sample - Nike pants and football"""
484,null,null,"""Sample 12100 training sample - Nike sweaters and shoes"""
488,null,null,"""Sample 12200 training sample - Nike jeans and sweaters"""
492,null,null,"""Sample 12300 training sample - Nike tshirts and pants"""
496,null,null,"""Sample 12400 training sample - Nike shoes and sweaters"""
500,null,null,"""Sample 12500 training sample - Nike shoes and hoodies"""
504,null,null,"""Sample 12600 training sample - Nike socks and shoes"""
508,null,null,"""Sample 12700 training sample - Nike socks and tshirts"""
512,null,null,"""Sample 12800 training sample - Nike shoes and shoes"""
516,null,null,"""Sample 12900 training sample - Nike football and tshirts"""
520,null,null,"""Sample 13000 training sample - Nike sweaters and pants"""
524,null,null,"""Sample 13100 training sample - Nike shoes and jeans"""
528,null,null,"""Sample 13200 training sample - Nike tshirts and hoodies"""
532,null,null,"""Sample 13300 training sample - Nike sweaters and jeans"""
536,null,null,"""Sample 13400 training sample - Nike hoodies and football"""
540,null,null,"""Sample 13500 training sample - Nike socks and socks"""
544,null,null,"""Sample 13600 training sample - Nike sweaters and jeans"""
548,null,null,"""Sample 13700 training sample - Nike socks and socks"""
552,null,null,"""Sample 13800 training sample - Nike jeans and shoes"""
556,null,null,"""Sample 13900 training sample - Nike tshirts and tshirts"""
560,null,null,"""Sample 14000 training sample - Nike shoes and football"""
564,null,null,"""Sample 14100 training sample - Nike jeans and pants"""
568,null,null,"""Sample 14200 training sample - Nike football and shoes"""
572,null,null,"""Sample 14300 training sample - Nike hoodies and tshirts"""
576,null,null,"""Sample 14400 training sample - Nike pants and football"""
580,null,null,"""Sample 14500 training sample - Nike socks and shoes"""
584,null,null,"""Sample 14600 training sample - Nike jeans and sweaters"""
588,null,null,"""Sample 14700 training sample - Nike tshirts and football"""
592,null,null,"""Sample 14800 training sample - Nike hoodies and sweaters"""
596,null,null,"""Sample 14900 training sample - Nike shoes and pants"""
600,null,null,"""Sample 15000 training sample - Nike hoodies and socks"""
604,null,null,"""Sample 15100 training sample - Nike hoodies and jeans"""
608,null,null,"""Sample 15200 training sample - Nike sweaters and football"""
612,null,null,"""Sample 15300 training sample - Nike tshirts and shoes"""
616,null,null,"""Sample 15400 training sample - Nike tshirts and football"""
620,null,null,"""Sample 15500 training sample - Nike socks and football"""
624,null,null,"""Sample 15600 training sample - Nike socks and hoodies"""
628,null,null,"""Sample 15700 training sample - Nike football and pants"""
632,null,null,"""Sample 15800 training sample - Nike hoodies and hoodies"""
636,null,null,"""Sample 15900 training sample - Nike shoes and pants"""
640,null,null,"""Sample 16000 training sample - Nike football and jeans"""
644,null,null,"""Sample 16100 training sample - Nike shoes and socks"""
648,null,null,"""Sample 16200 training sample - Nike socks and shoes"""
652,null,null,"""Sample 16300 training sample - Nike socks and shoes"""
656,null,null,"""Sample 16400 training sample - Nike socks and hoodies"""
660,null,null,"""Sample 16500 training sample - Nike jeans and tshirts"""
664,null,null,"""Sample 16600 training sample - Nike shoes and tshirts"""
668,null,null,"""Sample 16700 training sample - Nike jeans and pants"""
672,null,null,"""Sample 16800 training sample - Nike sweaters and shoes"""
676,null,null,"""Sample 16900 training sample - Nike jeans and shoes"""
680,null,null,"""Sample 17000 training sample - Nike hoodies and sweaters"""
684,null,null,"""Sample 17100 training sample - Nike hoodies and pants"""
688,null,null,"""Sample 17200 training sample - Nike sweaters and tshirts"""
692,null,null,"""Sample 17300 training sample - Nike shoes and shoes"""
696,null,null,"""Sample 17400 training sample - Nike jeans and socks"""
700,null,null,"""Sample 17500 training sample - Nike jeans and hoodies"""
704,null,null,"""Sample 17600 training sample - Nike shoes and shoes"""
708,null,null,"""Sample 17700 training sample - Nike football and sweaters"""
712,null,null,"""Sample 17800 training sample - Nike tshirts and tshirts"""
716,null,null,"""Sample 17900 training sample - Nike pants and shoes"""
720,null,null,"""Sample 18000 training sample - Nike shoes and pants"""
724,null,null,"""Sample 18100 training sample - Nike hoodies and sweaters"""
728,null,null,"""Sample 18200 training sample - Nike shoes and socks"""
732,null,null,"""Sample 18300 training sample - Nike jeans and shoes"""
736,null,null,"""Sample 18400 training sample - Nike tshirts and shoes"""
740,null,null,"""Sample 18500 training sample - Nike jeans and hoodies"""
744,null,null,"""Sample 18600 training sample - Nike sweaters and jeans"""
748,null,null,"""Sample 18700 training sample - Nike shoes and pants"""
752,null,null,"""Sample 18800 training sample - Nike football and sweaters"""
756,null,null,"""Sample 18900 training sample - Nike hoodies and sweaters"""
760,null,null,"""Sample 19000 training sample - Nike tshirts and tshirts"""
764,null,null,"""Sample 19100 training sample - Nike socks and socks"""
768,null,null,"""Sample 19200 training sample - Nike tshirts and football"""
772,null,null,"""Sample 19300 training sample - Nike hoodies and hoodies"""
776,null,null,"""Sample 19400 training sample - Nike sweaters and socks"""
780,null,null,"""Sample 19500 training sample - Nike pants and sweaters"""
784,null,null,"""Sample 19600 training sample - Nike jeans and football"""
788,null,null,"""Sample 19700 training sample - Nike hoodies and sweaters"""
792,null,null,"""Sample 19800 training sample - Nike sweaters and football"""
796,null,null,"""Sample 19900 training sample - Nike socks and pants"""
800,null,null,"""Sample 20000 training sample - Nike hoodies and sweaters"""
804,null,null,"""Sample 20100 training sample - Nike football and shoes"""
808,null,null,"""Sample 20200 training sample - Nike football and jeans"""
812,null,null,"""Sample 20300 training sample - Nike sweaters and hoodies"""
816,null,null,"""Sample 20400 training sample - Nike football and jeans"""
820,null,null,"""Sample 20500 training sample - Nike pants and sweaters"""
824,null,null,"""Sample 20600 training sample - Nike football and socks"""
828,null,null,"""Sample 20700 training sample - Nike tshirts and hoodies"""
832,null,null,"""Sample 20800 training sample - Nike jeans and tshirts"""
836,null,null,"""Sample 20900 training sample - Nike shoes and socks"""
840,null,null,"""Sample 21000 training sample - Nike pants and socks"""
844,null,null,"""Sample 21100 training sample - Nike sweaters and shoes"""
848,null,null,"""Sample 21200 training sample - Nike football and tshirts"""
852,null,null,"""Sample 21300 training sample - Nike socks and socks"""
856,null,null,"""Sample 21400 training sample - Nike hoodies and hoodies"""
860,null,null,"""Sample 21500 training sample - Nike hoodies and sweaters"""
864,null,null,"""Sample 21600 training sample - Nike hoodies and football"""
868,null,null,"""Sample 21700 training sample - Nike tshirts and shoes"""
872,null,null,"""Sample 21800 training sample - Nike pants and shoes"""
876,null,null,"""Sample 21900 training sample - Nike shoes and pants"""
880,null,null,"""Sample 22000 training sample - Nike jeans and tshirts"""
884,null,null,"""Sample 22100 training sample - Nike football and pants"""
888,null,null,"""Sample 22200 training sample - Nike jeans and sweaters"""
892,null,null,"""Sample 22300 training sample - Nike sweaters and football"""
896,null,null,"""Sample 22400 training sample - Nike shoes and football"""
900,null,null,"""Sample 22500 training sample - Nike sweaters and hoodies"""
904,null,null,"""Sample 22600 training sample - Nike jeans and pants"""
908,null,null,"""Sample 22700 training sample - Nike jeans and sweaters"""
912,null,null,"""Sample 22800 training sample - Nike sweaters and football"""
916,null,null,"""Sample 22900 training sample - Nike football and hoodies"""
920,null,null,"""Sample 23000 training sample - Nike jeans and socks"""
924,null,null,"""Sample 23100 training sample - Nike football and football"""
928,null,null,"""Sample 23200 training sample - Nike football and hoodies"""
932,null,null,"""Sample 23300 training sample - Nike jeans and pants"""
936,null,null,"""Sample 23400 training sample - Nike sweaters and pants"""
940,null,null,"""Sample 23500 training sample - Nike sweaters and sweaters"""
944,null,null,"""Sample 23600 training sample - Nike jeans and pants"""
948,null,null,"""Sample 23700 training sample - Nike jeans and hoodies"""
952,null,null,"""Sample 23800 training sample - Nike hoodies and tshirts"""
956,null,null,"""Sample 23900 training sample - Nike tshirts and tshirts"""
960,null,null,"""Sample 24000 training sample - Nike sweaters and sweaters"""
964,null,null,"""Sample 24100 training sample - Nike football and pants"""
968,null,null,"""Sample 24200 training sample - Nike socks and pants"""
972,null,null,"""Sample 24300 training sample - Nike shoes and tshirts"""
976,null,null,"""Sample 24400 training sample - Nike jeans and tshirts"""
980,null,null,"""Sample 24500 training sample - Nike jeans and tshirts"""
984,null,null,"""Sample 24600 training sample - Nike hoodies and jeans"""
988,null,null,"""Sample 24700 training sample - Nike hoodies and sweaters"""
992,null,null,"""Sample 24800 training sample - Nike pants and socks"""
996,null,null,"""Sample 24900 training sample - Nike sweaters and tshirts"""
1000,null,null,"""Sample 25000 training sample - Nike sweaters and sweaters"""
1004,null,null,"""Sample 25100 training sample - Nike football and shoes"""
1008,null,null,"""Sample 25200 training sample - Nike shoes and hoodies"""
1012,null,null,"""Sample 25300 training sample - Nike tshirts and football"""
1016,null,null,"""Sample 25400 training sample - Nike sweaters and shoes"""
1020,null,null,"""Sample 25500 training sample - Nike football and hoodies"""
1024,null,null,"""Sample 25600 training sample - Nike shoes and socks"""
1028,null,null,"""Sample 25700 training sample - Nike football and jeans"""
1032,null,null,"""Sample 25800 training sample - Nike socks and jeans"""
1036,null,null,"""Sample 25900 training sample - Nike hoodies and tshirts"""
1040,null,null,"""Sample 26000 training sample - Nike jeans and socks"""
1044,null,null,"""Sample 26100 training sample - Nike hoodies and hoodies"""
1048,null,null,"""Sample 26200 training sample - Nike hoodies and jeans"""
1052,null,null,"""Sample 26300 training sample - Nike shoes and jeans"""
1056,null,null,"""Sample 26400 training sample - Nike hoodies and shoes"""
1060,null,null,"""Sample 26500 training sample - Nike tshirts and sweaters"""
1064,null,null,"""Sample 26600 training sample - Nike pants and football"""
1068,null,null,"""Sample 26700 training sample - Nike socks and hoodies"""
1072,null,null,"""Sample 26800 training sample - Nike football and shoes"""
1076,null,null,"""Sample 26900 training sample - Nike sweaters and tshirts"""
1080,null,null,"""Sample 27000 training sample - Nike football and shoes"""
1084,null,null,"""Sample 27100 training sample - Nike hoodies and sweaters"""
1088,null,null,"""Sample 27200 training sample - Nike socks and hoodies"""
1092,null,null,"""Sample 27300 training sample - Nike football and jeans"""
1096,null,null,"""Sample 27400 training sample - Nike sweaters and tshirts"""
1100,null,null,"""Sample 27500 training sample - Nike hoodies and pants"""
1104,null,null,"""Sample 27600 training sample - Nike socks and socks"""
1108,null,null,"""Sample 27700 training sample - Nike sweaters and football"""
1112,null,null,"""Sample 27800 training sample - Nike tshirts and socks"""
1116,null,null,"""Sample 27900 training sample - Nike jeans and football"""
1120,null,null,"""Sample 28000 training sample - Nike hoodies and pants"""
1124,null,null,"""Sample 28100 training sample - Nike football and sweaters"""
1128,null,null,"""Sample 28200 training sample - Nike pants and jeans"""
1132,null,null,"""Sample 28300 training sample - Nike jeans and jeans"""
1136,null,null,"""Sample 28400 training sample - Nike socks and sweaters"""
1140,null,null,"""Sample 28500 training sample - Nike shoes and hoodies"""
1144,null,null,"""Sample 28600 training sample - Nike socks and football"""
1148,null,null,"""Sample 28700 training sample - Nike hoodies and football"""
1152,null,null,"""Sample 28800 training sample - Nike football and pants"""
1156,null,null,"""Sample 28900 training sample - Nike sweaters and sweaters"""
1160,null,null,"""Sample 29000 training sample - Nike socks and jeans"""
1164,null,null,"""Sample 29100 training sample - Nike jeans and football"""
1168,null,null,"""Sample 29200 training sample - Nike football and sweaters"""
1172,null,null,"""Sample 29300 training sample - Nike jeans and pants"""
1176,null,null,"""Sample 29400 training sample - Nike football and sweaters"""
1180,null,null,"""Sample 29500 training sample - Nike socks and shoes"""
1184,null,null,"""Sample 29600 training sample - Nike tshirts and hoodies"""
1188,null,null,"""Sample 29700 training sample - Nike socks and football"""
1192,null,null,"""Sample 29800 training sample - Nike football and pants"""
1196,null,null,"""Sample 29900 training sample - Nike socks and pants"""
1200,null,null,"""Sample 30000 training sample - Nike sweaters and hoodies"""
1204,null,null,"""Sample 30100 training sample - Nike football and sweaters"""
1208,null,null,"""Sample 30200 training sample - Nike hoodies and pants"""
1212,null,null,"""Sample 30300 training sample - Nike football and sweaters"""
1216,null,null,"""Sample 30400 training sample - Nike football and sweaters"""
1220,null,null,"""Sample 30500 training sample - Nike socks and socks"""
1224,null,null,"""Sample 30600 training sample - Nike pants and tshirts"""
1228,null,null,"""Sample 30700 training sample - Nike sweaters and socks"""
1232,null,null,"""Sample 30800 training sample - Nike football and pants"""
1236,null,null,"""Sample 30900 training sample - Nike sweaters and hoodies"""
1240,null,null,"""Sample 31000 training sample - Nike jeans and sweaters"""
1244,null,null,"""Sample 31100 training sample - Nike pants and pants"""
1248,null,null,"""Sample 31200 training sample - Nike jeans and pants"""
1252,null,null,"""Sample 31300 training sample - Nike tshirts and football"""
1256,null,null,"""Sample 31400 training sample - Nike hoodies and shoes"""
1260,null,null,"""Sample 31500 training sample - Nike tshirts and football"""
1264,null,null,"""Sample 31600 training sample - Nike shoes and sweaters"""
1268,null,null,"""Sample 31700 training sample - Nike football and socks"""
1272,null,null,"""Sample 31800 training sample - Nike sweaters and sweaters"""
1276,null,null,"""Sample 31900 training sample - Nike hoodies and football"""
1280,null,null,"""Sample 32000 training sample - Nike shoes and hoodies"""
1284,null,null,"""Sample 32100 training sample - Nike socks and tshirts"""
1288,null,null,"""Sample 32200 training sample - Nike shoes and football"""
1292,null,null,"""Sample 32300 training sample - Nike shoes and shoes"""
1296,null,null,"""Sample 32400 training sample - Nike tshirts and football"""
1300,null,null,"""Sample 32500 training sample - Nike sweaters and sweaters"""
1304,null,null,"""Sample 32600 training sample - Nike sweaters and tshirts"""
1308,null,null,"""Sample 32700 training sample - Nike socks and hoodies"""
1312,null,null,"""Sample 32800 training sample - Nike tshirts and pants"""
1316,null,null,"""Sample 32900 training sample - Nike tshirts and jeans"""
1320,null,null,"""Sample 33000 training sample - Nike sweaters and jeans"""
1324,null,null,"""Sample 33100 training sample - Nike jeans and football"""
1328,null,null,"""Sample 33200 training sample - Nike shoes and pants"""
1332,null,null,"""Sample 33300 training sample - Nike sweaters and tshirts"""
1336,null,null,"""Sample 33400 training sample - Nike jeans and sweaters"""
1340,null,null,"""Sample 33500 training sample - Nike tshirts and tshirts"""
1344,null,null,"""Sample 33600 training sample - Nike football and socks"""
1348,null,null,"""Sample 33700 training sample - Nike socks and sweaters"""
1352,null,null,"""Sample 33800 training sample - Nike tshirts and socks"""
1356,null,null,"""Sample 33900 training sample - Nike shoes and football"""
1360,null,null,"""Sample 34000 training sample - Nike shoes and tshirts"""
1364,null,null,"""Sample 34100 training sample - Nike shoes and socks"""
1368,null,null,"""Sample 34200 training sample - Nike sweaters and jeans"""
1372,null,null,"""Sample 34300 training sample - Nike jeans and socks"""
1376,null,null,"""Sample 34400 training sample - Nike hoodies and hoodies"""
1380,null,null,"""Sample 34500 training sample - Nike socks and tshirts"""
1384,null,null,"""Sample 34600 training sample - Nike football and tshirts"""
1388,null,null,"""Sample 34700 training sample - Nike tshirts and pants"""
1392,null,null,"""Sample 34800 training sample - Nike football and tshirts"""
1396,null,null,"""Sample 34900 training sample - Nike football and tshirts"""
1400,null,null,"""Sample 35000 training sample - Nike socks and shoes"""
1404,null,null,"""Sample 35100 training sample - Nike pants and jeans"""
1408,null,null,"""Sample 35200 training sample - Nike shoes and pants"""
1412,null,null,"""Sample 35300 training sample - Nike jeans and sweaters"""
1416,null,null,"""Sample 35400 training sample - Nike pants and hoodies"""
1420,null,null,"""Sample 35500 training sample - Nike socks and jeans"""
1424,null,null,"""Sample 35600 training sample - Nike football and jeans"""
1428,null,null,"""Sample 35700 training sample - Nike shoes and tshirts"""
1432,null,null,"""Sample 35800 training sample - Nike hoodies and hoodies"""
1436,null,null,"""Sample 35900 training sample - Nike hoodies and jeans"""
1440,null,null,"""Sample 36000 training sample - Nike football and football"""
1444,null,null,"""Sample 36100 training sample - Nike sweaters and football"""
1448,null,null,"""Sample 36200 training sample - Nike tshirts and tshirts"""
1452,null,null,"""Sample 36300 training sample - Nike jeans and pants"""
1456,null,null,"""Sample 36400 training sample - Nike hoodies and socks"""
1460,null,null,"""Sample 36500 training sample - Nike tshirts and pants"""
1464,null,null,"""Sample 36600 training sample - Nike tshirts and hoodies"""
1468,null,null,"""Sample 36700 training sample - Nike football and socks"""
1472,null,null,"""Sample 36800 training sample - Nike hoodies and pants"""
1476,null,null,"""Sample 36900 training sample - Nike pants and pants"""
1480,null,null,"""Sample 37000 training sample - Nike pants and pants"""
1484,null,null,"""Sample 37100 training sample - Nike socks and shoes"""
1488,null,null,"""Sample 37200 training sample - Nike tshirts and pants"""
1492,null,null,"""Sample 37300 training sample - Nike shoes and shoes"""
1496,null,null,"""Sample 37400 training sample - Nike shoes and tshirts"""
1500,null,null,"""Sample 37500 training sample - Nike pants and jeans"""
1504,null,null,"""Sample 37600 training sample - Nike jeans and shoes"""
1508,null,null,"""Sample 37700 training sample - Nike socks and socks"""
1512,null,null,"""Sample 37800 training sample - Nike jeans and shoes"""
1516,null,null,"""Sample 37900 training sample - Nike socks and sweaters"""
1520,null,null,"""Sample 38000 training sample - Nike football and shoes"""
1524,null,null,"""Sample 38100 training sample - Nike football and hoodies"""
1528,null,null,"""Sample 38200 training sample - Nike sweaters and socks"""
1532,null,null,"""Sample 38300 training sample - Nike sweaters and hoodies"""
1536,null,null,"""Sample 38400 training sample - Nike sweaters and tshirts"""
1540,null,null,"""Sample 38500 training sample - Nike football and pants"""
1544,null,null,"""Sample 38600 training sample - Nike pants and pants"""
1548,null,null,"""Sample 38700 training sample - Nike tshirts and jeans"""
1552,null,null,"""Sample 38800 training sample - Nike football and sweaters"""
1556,null,null,"""Sample 38900 training sample - Nike hoodies and shoes"""
1560,null,null,"""Sample 39000 training sample - Nike pants and sweaters"""
1564,null,null,"""Sample 39100 training sample - Nike tshirts and shoes"""
1568,null,null,"""Sample 39200 training sample - Nike pants and sweaters"""
1572,null,null,"""Sample 39300 training sample - Nike pants and sweaters"""
1576,null,null,"""Sample 39400 training sample - Nike jeans and shoes"""
1580,null,null,"""Sample 39500 training sample - Nike pants and sweaters"""
1584,null,null,"""Sample 39600 training sample - Nike sweaters and jeans"""
1588,null,null,"""Sample 39700 training sample - Nike football and football"""
1592,null,null,"""Sample 39800 training sample - Nike sweaters and tshirts"""
1596,null,null,"""Sample 39900 training sample - Nike hoodies and tshirts"""
1600,null,null,"""Sample 40000 training sample - Nike pants and tshirts"""
1604,null,null,"""Sample 40100 training sample - Nike jeans and hoodies"""
1608,null,null,"""Sample 40200 training sample - Nike football and sweaters"""
1612,null,null,"""Sample 40300 training sample - Nike socks and pants"""
1616,null,null,"""Sample 40400 training sample - Nike jeans and tshirts"""
1620,null,null,"""Sample 40500 training sample - Nike tshirts and tshirts"""
1624,null,null,"""Sample 40600 training sample - Nike jeans and football"""
1628,null,null,"""Sample 40700 training sample - Nike jeans and football"""
1632,null,null,"""Sample 40800 training sample - Nike jeans and socks"""
1636,null,null,"""Sample 40900 training sample - Nike football and pants"""
1640,null,null,"""Sample 41000 training sample - Nike hoodies and sweaters"""
1644,null,null,"""Sample 41100 training sample - Nike sweaters and pants"""
1648,null,null,"""Sample 41200 training sample - Nike pants and shoes"""
1652,null,null,"""Sample 41300 training sample - Nike tshirts and football"""
1656,null,null,"""Sample 41400 training sample - Nike shoes and football"""
1660,null,null,"""Sample 41500 training sample - Nike jeans and sweaters"""
1664,null,null,"""Sample 41600 training sample - Nike sweaters and pants"""
1668,null,null,"""Sample 41700 training sample - Nike tshirts and football"""
1672,null,null,"""Sample 41800 training sample - Nike football and tshirts"""
1676,null,null,"""Sample 41900 training sample - Nike football and hoodies"""
1680,null,null,"""Sample 42000 training sample - Nike tshirts and shoes"""
1684,null,null,"""Sample 42100 training sample - Nike tshirts and shoes"""
1688,null,null,"""Sample 42200 training sample - Nike socks and tshirts"""
1692,null,null,"""Sample 42300 training sample - Nike pants and pants"""
1696,null,null,"""Sample 42400 training sample - Nike pants and pants"""
1700,null,null,"""Sample 42500 training sample - Nike football and socks"""
1704,null,null,"""Sample 42600 training sample - Nike shoes and football"""
1708,null,null,"""Sample 42700 training sample - Nike sweaters and tshirts"""
1712,null,null,"""Sample 42800 training sample - Nike socks and tshirts"""
1716,null,null,"""Sample 42900 training sample - Nike jeans and football"""
1720,null,null,"""Sample 43000 training sample - Nike sweaters and tshirts"""
1724,null,null,"""Sample 43100 training sample - Nike socks and socks"""
1728,null,null,"""Sample 43200 training sample - Nike hoodies and shoes"""
1732,null,null,"""Sample 43300 training sample - Nike shoes and jeans"""
