id,output,gt,text
38,null,null,"""Sample 900 training sample - Puma socks and pants"""
39,null,null,"""Sample 900 training sample - Bata football and shoes"""
40,null,null,"""Sample 1000 training sample - Nike pants and sweaters"""
41,null,null,"""Sample 1000 training sample - Adidas socks and football"""
42,null,null,"""Sample 1000 training sample - Puma jeans and socks"""
43,null,null,"""Sample 1000 training sample - Bata hoodies and shoes"""
44,null,null,"""Sample 1100 training sample - Nike hoodies and hoodies"""
45,null,null,"""Sample 1100 training sample - Adidas hoodies and football"""
46,null,null,"""Sample 1100 training sample - Puma tshirts and shoes"""
47,null,null,"""Sample 1100 training sample - Bata hoodies and tshirts"""
48,null,null,"""Sample 1200 training sample - Nike football and football"""
49,null,null,"""Sample 1200 training sample - Adidas socks and shoes"""
50,null,null,"""Sample 1200 training sample - Puma socks and shoes"""
51,null,null,"""Sample 1200 training sample - Bata shoes and sweaters"""
52,null,null,"""Sample 1300 training sample - Nike jeans and hoodies"""
53,null,null,"""Sample 1300 training sample - Adidas jeans and socks"""
54,null,null,"""Sample 1300 training sample - Puma football and pants"""
55,null,null,"""Sample 1300 training sample - Bata tshirts and sweaters"""
56,null,null,"""Sample 1400 training sample - Nike shoes and football"""
57,null,null,"""Sample 1400 training sample - Adidas hoodies and pants"""
58,null,null,"""Sample 1400 training sample - Puma hoodies and jeans"""
59,null,null,"""Sample 1400 training sample - Bata football and sweaters"""
60,null,null,"""Sample 1500 training sample - Nike jeans and pants"""
61,null,null,"""Sample 1500 training sample - Adidas pants and football"""
62,null,null,"""Sample 1500 training sample - Puma pants and sweaters"""
63,null,null,"""Sample 1500 training sample - Bata football and tshirts"""
64,null,null,"""Sample 1600 training sample - Nike hoodies and shoes"""
65,null,null,"""Sample 1600 training sample - Adidas football and pants"""
66,null,null,"""Sample 1600 training sample - Puma shoes and pants"""
67,null,null,"""Sample 1600 training sample - Bata football and football"""
68,null,null,"""Sample 1700 training sample - Nike football and tshirts"""
69,null,null,"""Sample 1700 training sample - Adidas hoodies and socks"""
70,null,null,"""Sample 1700 training sample - Puma tshirts and shoes"""
71,null,null,"""Sample 1700 training sample - Bata tshirts and shoes"""
72,null,null,"""Sample 1800 training sample - Nike shoes and socks"""
73,null,null,"""Sample 1800 training sample - Adidas hoodies and sweaters"""
74,null,null,"""Sample 1800 training sample - Puma shoes and jeans"""
75,null,null,"""Sample 1800 training sample - Bata football and sweaters"""
76,null,null,"""Sample 1900 training sample - Nike jeans and jeans"""
77,null,null,"""Sample 1900 training sample - Adidas football and hoodies"""
78,null,null,"""Sample 1900 training sample - Puma pants and sweaters"""
79,null,null,"""Sample 1900 training sample - Bata jeans and shoes"""
80,null,null,"""Sample 2000 training sample - Nike jeans and sweaters"""
81,null,null,"""Sample 2000 training sample - Adidas hoodies and tshirts"""
82,null,null,"""Sample 2000 training sample - Puma tshirts and shoes"""
83,null,null,"""Sample 2000 training sample - Bata pants and hoodies"""
84,null,null,"""Sample 2100 training sample - Nike hoodies and sweaters"""
85,null,null,"""Sample 2100 training sample - Adidas hoodies and football"""
86,null,null,"""Sample 2100 training sample - Puma pants and shoes"""
87,null,null,"""Sample 2100 training sample - Bata sweaters and pants"""
88,null,null,"""Sample 2200 training sample - Nike jeans and pants"""
89,null,null,"""Sample 2200 training sample - Adidas tshirts and sweaters"""
90,null,null,"""Sample 2200 training sample - Puma jeans and shoes"""
91,null,null,"""Sample 2200 training sample - Bata socks and jeans"""
92,null,null,"""Sample 2300 training sample - Nike football and hoodies"""
93,null,null,"""Sample 2300 training sample - Adidas football and football"""
94,null,null,"""Sample 2300 training sample - Puma socks and socks"""
95,null,null,"""Sample 2300 training sample - Bata football and jeans"""
96,null,null,"""Sample 2400 training sample - Nike tshirts and jeans"""
97,null,null,"""Sample 2400 training sample - Adidas football and socks"""
98,null,null,"""Sample 2400 training sample - Puma pants and hoodies"""
99,null,null,"""Sample 2400 training sample - Bata shoes and jeans"""
100,null,null,"""Sample 2500 training sample - Nike pants and pants"""
101,null,null,"""Sample 2500 training sample - Adidas socks and socks"""
102,null,null,"""Sample 2500 training sample - Puma sweaters and sweaters"""
103,null,null,"""Sample 2500 training sample - Bata shoes and hoodies"""
104,null,null,"""Sample 2600 training sample - Nike tshirts and pants"""
105,null,null,"""Sample 2600 training sample - Adidas sweaters and football"""
106,null,null,"""Sample 2600 training sample - Puma socks and socks"""
107,null,null,"""Sample 2600 training sample - Bata socks and hoodies"""
108,null,null,"""Sample 2700 training sample - Nike sweaters and socks"""
109,null,null,"""Sample 2700 training sample - Adidas jeans and football"""
110,null,null,"""Sample 2700 training sample - Puma sweaters and hoodies"""
111,null,null,"""Sample 2700 training sample - Bata jeans and shoes"""
112,null,null,"""Sample 2800 training sample - Nike jeans and sweaters"""
113,null,null,"""Sample 2800 training sample - Adidas pants and shoes"""
114,null,null,"""Sample 2800 training sample - Puma football and sweaters"""
115,null,null,"""Sample 2800 training sample - Bata socks and tshirts"""
116,null,null,"""Sample 2900 training sample - Nike shoes and jeans"""
117,null,null,"""Sample 2900 training sample - Adidas jeans and shoes"""
118,null,null,"""Sample 2900 training sample - Puma football and shoes"""
119,null,null,"""Sample 2900 training sample - Bata shoes and sweaters"""
120,null,null,"""Sample 3000 training sample - Nike sweaters and football"""
121,null,null,"""Sample 3000 training sample - Adidas tshirts and hoodies"""
122,null,null,"""Sample 3000 training sample - Puma shoes and shoes"""
123,null,null,"""Sample 3000 training sample - Bata pants and tshirts"""
124,null,null,"""Sample 3100 training sample - Nike football and shoes"""
125,null,null,"""Sample 3100 training sample - Adidas sweaters and jeans"""
126,null,null,"""Sample 3100 training sample - Puma tshirts and football"""
127,null,null,"""Sample 3100 training sample - Bata tshirts and sweaters"""
128,null,null,"""Sample 3200 training sample - Nike hoodies and socks"""
129,null,null,"""Sample 3200 training sample - Adidas pants and hoodies"""
130,null,null,"""Sample 3200 training sample - Puma tshirts and jeans"""
131,null,null,"""Sample 3200 training sample - Bata socks and shoes"""
132,null,null,"""Sample 3300 training sample - Nike shoes and shoes"""
133,null,null,"""Sample 3300 training sample - Adidas sweaters and hoodies"""
134,null,null,"""Sample 3300 training sample - Puma sweaters and football"""
135,null,null,"""Sample 3300 training sample - Bata shoes and jeans"""
136,null,null,"""Sample 3400 training sample - Nike sweaters and tshirts"""
137,null,null,"""Sample 3400 training sample - Adidas socks and tshirts"""
138,null,null,"""Sample 3400 training sample - Puma shoes and shoes"""
139,null,null,"""Sample 3400 training sample - Bata hoodies and shoes"""
140,null,null,"""Sample 3500 training sample - Nike hoodies and jeans"""
141,null,null,"""Sample 3500 training sample - Adidas football and pants"""
142,null,null,"""Sample 3500 training sample - Puma tshirts and hoodies"""
143,null,null,"""Sample 3500 training sample - Bata socks and pants"""
144,null,null,"""Sample 3600 training sample - Nike pants and hoodies"""
145,null,null,"""Sample 3600 training sample - Adidas hoodies and pants"""
146,null,null,"""Sample 3600 training sample - Puma hoodies and sweaters"""
147,null,null,"""Sample 3600 training sample - Bata pants and tshirts"""
148,null,null,"""Sample 3700 training sample - Nike socks and jeans"""
149,null,null,"""Sample 3700 training sample - Adidas sweaters and socks"""
150,null,null,"""Sample 3700 training sample - Puma pants and jeans"""
151,null,null,"""Sample 3700 training sample - Bata shoes and tshirts"""
152,null,null,"""Sample 3800 training sample - Nike tshirts and football"""
153,null,null,"""Sample 3800 training sample - Adidas pants and tshirts"""
154,null,null,"""Sample 3800 training sample - Puma sweaters and socks"""
155,null,null,"""Sample 3800 training sample - Bata socks and sweaters"""
156,null,null,"""Sample 3900 training sample - Nike football and jeans"""
157,null,null,"""Sample 3900 training sample - Adidas jeans and jeans"""
158,null,null,"""Sample 3900 training sample - Puma football and pants"""
159,null,null,"""Sample 3900 training sample - Bata jeans and shoes"""
160,null,null,"""Sample 4000 training sample - Nike sweaters and hoodies"""
161,null,null,"""Sample 4000 training sample - Adidas pants and football"""
162,null,null,"""Sample 4000 training sample - Puma hoodies and pants"""
163,null,null,"""Sample 4000 training sample - Bata sweaters and tshirts"""
164,null,null,"""Sample 4100 training sample - Nike hoodies and hoodies"""
165,null,null,"""Sample 4100 training sample - Adidas tshirts and sweaters"""
166,null,null,"""Sample 4100 training sample - Puma tshirts and football"""
167,null,null,"""Sample 4100 training sample - Bata hoodies and sweaters"""
168,null,null,"""Sample 4200 training sample - Nike pants and tshirts"""
169,null,null,"""Sample 4200 training sample - Adidas pants and pants"""
170,null,null,"""Sample 4200 training sample - Puma pants and hoodies"""
171,null,null,"""Sample 4200 training sample - Bata jeans and tshirts"""
172,null,null,"""Sample 4300 training sample - Nike tshirts and jeans"""
173,null,null,"""Sample 4300 training sample - Adidas socks and sweaters"""
174,null,null,"""Sample 4300 training sample - Puma hoodies and sweaters"""
175,null,null,"""Sample 4300 training sample - Bata shoes and football"""
176,null,null,"""Sample 4400 training sample - Nike sweaters and shoes"""
177,null,null,"""Sample 4400 training sample - Adidas tshirts and sweaters"""
178,null,null,"""Sample 4400 training sample - Puma tshirts and socks"""
179,null,null,"""Sample 4400 training sample - Bata tshirts and hoodies"""
180,null,null,"""Sample 4500 training sample - Nike shoes and jeans"""
181,null,null,"""Sample 4500 training sample - Adidas jeans and tshirts"""
182,null,null,"""Sample 4500 training sample - Puma jeans and jeans"""
183,null,null,"""Sample 4500 training sample - Bata socks and tshirts"""
184,null,null,"""Sample 4600 training sample - Nike sweaters and hoodies"""
185,null,null,"""Sample 4600 training sample - Adidas jeans and hoodies"""
186,null,null,"""Sample 4600 training sample - Puma tshirts and sweaters"""
187,null,null,"""Sample 4600 training sample - Bata shoes and shoes"""
188,null,null,"""Sample 4700 training sample - Nike sweaters and football"""
189,null,null,"""Sample 4700 training sample - Adidas tshirts and pants"""
190,null,null,"""Sample 4700 training sample - Puma tshirts and hoodies"""
191,null,null,"""Sample 4700 training sample - Bata pants and jeans"""
192,null,null,"""Sample 4800 training sample - Nike sweaters and sweaters"""
193,null,null,"""Sample 4800 training sample - Adidas tshirts and hoodies"""
194,null,null,"""Sample 4800 training sample - Puma sweaters and pants"""
195,null,null,"""Sample 4800 training sample - Bata hoodies and football"""
196,null,null,"""Sample 4900 training sample - Nike hoodies and sweaters"""
197,null,null,"""Sample 4900 training sample - Adidas socks and socks"""
198,null,null,"""Sample 4900 training sample - Puma tshirts and jeans"""
199,null,null,"""Sample 4900 training sample - Bata hoodies and hoodies"""
200,null,null,"""Sample 5000 training sample - Nike socks and sweaters"""
201,null,null,"""Sample 5000 training sample - Adidas tshirts and socks"""
202,null,null,"""Sample 5000 training sample - Puma tshirts and pants"""
203,null,null,"""Sample 5000 training sample - Bata tshirts and shoes"""
204,null,null,"""Sample 5100 training sample - Nike tshirts and jeans"""
205,null,null,"""Sample 5100 training sample - Adidas socks and tshirts"""
206,null,null,"""Sample 5100 training sample - Puma socks and tshirts"""
207,null,null,"""Sample 5100 training sample - Bata jeans and pants"""
208,null,null,"""Sample 5200 training sample - Nike socks and hoodies"""
209,null,null,"""Sample 5200 training sample - Adidas pants and tshirts"""
210,null,null,"""Sample 5200 training sample - Puma pants and football"""
211,null,null,"""Sample 5200 training sample - Bata pants and sweaters"""
212,null,null,"""Sample 5300 training sample - Nike jeans and socks"""
213,null,null,"""Sample 5300 training sample - Adidas jeans and socks"""
214,null,null,"""Sample 5300 training sample - Puma football and football"""
215,null,null,"""Sample 5300 training sample - Bata tshirts and jeans"""
216,null,null,"""Sample 5400 training sample - Nike pants and sweaters"""
217,null,null,"""Sample 5400 training sample - Adidas football and tshirts"""
218,null,null,"""Sample 5400 training sample - Puma hoodies and sweaters"""
219,null,null,"""Sample 5400 training sample - Bata football and sweaters"""
220,null,null,"""Sample 5500 training sample - Nike jeans and socks"""
221,null,null,"""Sample 5500 training sample - Adidas socks and socks"""
222,null,null,"""Sample 5500 training sample - Puma socks and hoodies"""
223,null,null,"""Sample 5500 training sample - Bata socks and football"""
224,null,null,"""Sample 5600 training sample - Nike shoes and jeans"""
225,null,null,"""Sample 5600 training sample - Adidas sweaters and pants"""
226,null,null,"""Sample 5600 training sample - Puma socks and pants"""
227,null,null,"""Sample 5600 training sample - Bata pants and shoes"""
228,null,null,"""Sample 5700 training sample - Nike socks and hoodies"""
229,null,null,"""Sample 5700 training sample - Adidas football and shoes"""
230,null,null,"""Sample 5700 training sample - Puma football and sweaters"""
231,null,null,"""Sample 5700 training sample - Bata tshirts and tshirts"""
232,null,null,"""Sample 5800 training sample - Nike football and hoodies"""
233,null,null,"""Sample 5800 training sample - Adidas socks and shoes"""
234,null,null,"""Sample 5800 training sample - Puma socks and football"""
235,null,null,"""Sample 5800 training sample - Bata football and shoes"""
236,null,null,"""Sample 5900 training sample - Nike football and pants"""
237,null,null,"""Sample 5900 training sample - Adidas jeans and sweaters"""
238,null,null,"""Sample 5900 training sample - Puma tshirts and pants"""
239,null,null,"""Sample 5900 training sample - Bata hoodies and football"""
240,null,null,"""Sample 6000 training sample - Nike socks and football"""
241,null,null,"""Sample 6000 training sample - Adidas sweaters and tshirts"""
242,null,null,"""Sample 6000 training sample - Puma sweaters and shoes"""
243,null,null,"""Sample 6000 training sample - Bata pants and pants"""
244,null,null,"""Sample 6100 training sample - Nike football and socks"""
245,null,null,"""Sample 6100 training sample - Adidas tshirts and shoes"""
246,null,null,"""Sample 6100 training sample - Puma hoodies and hoodies"""
247,null,null,"""Sample 6100 training sample - Bata football and pants"""
248,null,null,"""Sample 6200 training sample - Nike jeans and tshirts"""
249,null,null,"""Sample 6200 training sample - Adidas pants and jeans"""
250,null,null,"""Sample 6200 training sample - Puma sweaters and tshirts"""
251,null,null,"""Sample 6200 training sample - Bata sweaters and shoes"""
252,null,null,"""Sample 6300 training sample - Nike jeans and football"""
253,null,null,"""Sample 6300 training sample - Adidas socks and jeans"""
254,null,null,"""Sample 6300 training sample - Puma tshirts and football"""
255,null,null,"""Sample 6300 training sample - Bata football and hoodies"""
256,null,null,"""Sample 6400 training sample - Nike jeans and jeans"""
257,null,null,"""Sample 6400 training sample - Adidas socks and socks"""
258,null,null,"""Sample 6400 training sample - Puma tshirts and sweaters"""
259,null,null,"""Sample 6400 training sample - Bata hoodies and football"""
260,null,null,"""Sample 6500 training sample - Nike shoes and jeans"""
261,null,null,"""Sample 6500 training sample - Adidas socks and shoes"""
262,null,null,"""Sample 6500 training sample - Puma jeans and socks"""
263,null,null,"""Sample 6500 training sample - Bata football and football"""
264,null,null,"""Sample 6600 training sample - Nike sweaters and hoodies"""
265,null,null,"""Sample 6600 training sample - Adidas shoes and jeans"""
266,null,null,"""Sample 6600 training sample - Puma socks and tshirts"""
267,null,null,"""Sample 6600 training sample - Bata tshirts and shoes"""
268,null,null,"""Sample 6700 training sample - Nike sweaters and hoodies"""
269,null,null,"""Sample 6700 training sample - Adidas football and football"""
270,null,null,"""Sample 6700 training sample - Puma football and sweaters"""
271,null,null,"""Sample 6700 training sample - Bata football and pants"""
272,null,null,"""Sample 6800 training sample - Nike socks and socks"""
273,null,null,"""Sample 6800 training sample - Adidas hoodies and sweaters"""
274,null,null,"""Sample 6800 training sample - Puma socks and sweaters"""
275,null,null,"""Sample 6800 training sample - Bata socks and tshirts"""
276,null,null,"""Sample 6900 training sample - Nike socks and football"""
277,null,null,"""Sample 6900 training sample - Adidas football and jeans"""
278,null,null,"""Sample 6900 training sample - Puma hoodies and jeans"""
279,null,null,"""Sample 6900 training sample - Bata tshirts and football"""
280,null,null,"""Sample 7000 training sample - Nike jeans and socks"""
281,null,null,"""Sample 7000 training sample - Adidas football and socks"""
282,null,null,"""Sample 7000 training sample - Puma football and socks"""
283,null,null,"""Sample 7000 training sample - Bata jeans and shoes"""
284,null,null,"""Sample 7100 training sample - Nike pants and tshirts"""
285,null,null,"""Sample 7100 training sample - Adidas jeans and socks"""
286,null,null,"""Sample 7100 training sample - Puma jeans and pants"""
287,null,null,"""Sample 7100 training sample - Bata socks and tshirts"""
288,null,null,"""Sample 7200 training sample - Nike sweaters and tshirts"""
289,null,null,"""Sample 7200 training sample - Adidas shoes and tshirts"""
290,null,null,"""Sample 7200 training sample - Puma socks and tshirts"""
291,null,null,"""Sample 7200 training sample - Bata hoodies and socks"""
292,null,null,"""Sample 7300 training sample - Nike pants and tshirts"""
293,null,null,"""Sample 7300 training sample - Adidas sweaters and jeans"""
294,null,null,"""Sample 7300 training sample - Puma football and pants"""
295,null,null,"""Sample 7300 training sample - Bata shoes and sweaters"""
296,null,null,"""Sample 7400 training sample - Nike football and jeans"""
297,null,null,"""Sample 7400 training sample - Adidas hoodies and hoodies"""
298,null,null,"""Sample 7400 training sample - Puma socks and football"""
299,null,null,"""Sample 7400 training sample - Bata hoodies and hoodies"""
300,null,null,"""Sample 7500 training sample - Nike jeans and football"""
301,null,null,"""Sample 7500 training sample - Adidas sweaters and tshirts"""
302,null,null,"""Sample 7500 training sample - Puma shoes and shoes"""
303,null,null,"""Sample 7500 training sample - Bata hoodies and hoodies"""
304,null,null,"""Sample 7600 training sample - Nike shoes and tshirts"""
305,null,null,"""Sample 7600 training sample - Adidas jeans and socks"""
306,null,null,"""Sample 7600 training sample - Puma shoes and sweaters"""
307,null,null,"""Sample 7600 training sample - Bata socks and pants"""
308,null,null,"""Sample 7700 training sample - Nike jeans and jeans"""
309,null,null,"""Sample 7700 training sample - Adidas sweaters and pants"""
310,null,null,"""Sample 7700 training sample - Puma hoodies and jeans"""
311,null,null,"""Sample 7700 training sample - Bata hoodies and football"""
312,null,null,"""Sample 7800 training sample - Nike jeans and tshirts"""
313,null,null,"""Sample 7800 training sample - Adidas hoodies and sweaters"""
314,null,null,"""Sample 7800 training sample - Puma pants and socks"""
315,null,null,"""Sample 7800 training sample - Bata football and tshirts"""
316,null,null,"""Sample 7900 training sample - Nike shoes and socks"""
317,null,null,"""Sample 7900 training sample - Adidas pants and socks"""
318,null,null,"""Sample 7900 training sample - Puma socks and jeans"""
319,null,null,"""Sample 7900 training sample - Bata socks and sweaters"""
320,null,null,"""Sample 8000 training sample - Nike tshirts and sweaters"""
321,null,null,"""Sample 8000 training sample - Adidas shoes and hoodies"""
322,null,null,"""Sample 8000 training sample - Puma hoodies and hoodies"""
323,null,null,"""Sample 8000 training sample - Bata football and pants"""
324,null,null,"""Sample 8100 training sample - Nike sweaters and sweaters"""
325,null,null,"""Sample 8100 training sample - Adidas hoodies and hoodies"""
326,null,null,"""Sample 8100 training sample - Puma shoes and jeans"""
327,null,null,"""Sample 8100 training sample - Bata socks and jeans"""
328,null,null,"""Sample 8200 training sample - Nike pants and hoodies"""
329,null,null,"""Sample 8200 training sample - Adidas jeans and tshirts"""
330,null,null,"""Sample 8200 training sample - Puma jeans and sweaters"""
331,null,null,"""Sample 8200 training sample - Bata football and hoodies"""
332,null,null,"""Sample 8300 training sample - Nike shoes and jeans"""
333,null,null,"""Sample 8300 training sample - Adidas football and sweaters"""
334,null,null,"""Sample 8300 training sample - Puma hoodies and sweaters"""
335,null,null,"""Sample 8300 training sample - Bata socks and socks"""
336,null,null,"""Sample 8400 training sample - Nike hoodies and hoodies"""
337,null,null,"""Sample 8400 training sample - Adidas socks and socks"""
338,null,null,"""Sample 8400 training sample - Puma pants and socks"""
339,null,null,"""Sample 8400 training sample - Bata socks and socks"""
340,null,null,"""Sample 8500 training sample - Nike sweaters and sweaters"""
341,null,null,"""Sample 8500 training sample - Adidas shoes and tshirts"""
342,null,null,"""Sample 8500 training sample - Puma jeans and football"""
343,null,null,"""Sample 8500 training sample - Bata jeans and tshirts"""
344,null,null,"""Sample 8600 training sample - Nike shoes and shoes"""
345,null,null,"""Sample 8600 training sample - Adidas socks and pants"""
346,null,null,"""Sample 8600 training sample - Puma tshirts and tshirts"""
347,null,null,"""Sample 8600 training sample - Bata jeans and football"""
348,null,null,"""Sample 8700 training sample - Nike socks and socks"""
349,null,null,"""Sample 8700 training sample - Adidas shoes and hoodies"""
350,null,null,"""Sample 8700 training sample - Puma sweaters and football"""
351,null,null,"""Sample 8700 training sample - Bata socks and pants"""
352,null,null,"""Sample 8800 training sample - Nike tshirts and sweaters"""
353,null,null,"""Sample 8800 training sample - Adidas sweaters and football"""
354,null,null,"""Sample 8800 training sample - Puma football and shoes"""
355,null,null,"""Sample 8800 training sample - Bata tshirts and football"""
356,null,null,"""Sample 8900 training sample - Nike socks and hoodies"""
357,null,null,"""Sample 8900 training sample - Adidas football and pants"""
358,null,null,"""Sample 8900 training sample - Puma sweaters and shoes"""
359,null,null,"""Sample 8900 training sample - Bata hoodies and pants"""
360,null,null,"""Sample 9000 training sample - Nike pants and pants"""
361,null,null,"""Sample 9000 training sample - Adidas jeans and sweaters"""
362,null,null,"""Sample 9000 training sample - Puma pants and sweaters"""
363,null,null,"""Sample 9000 training sample - Bata socks and shoes"""
364,null,null,"""Sample 9100 training sample - Nike football and socks"""
365,null,null,"""Sample 9100 training sample - Adidas football and tshirts"""
366,null,null,"""Sample 9100 training sample - Puma jeans and shoes"""
367,null,null,"""Sample 9100 training sample - Bata pants and tshirts"""
368,null,null,"""Sample 9200 training sample - Nike sweaters and shoes"""
369,null,null,"""Sample 9200 training sample - Adidas football and tshirts"""
370,null,null,"""Sample 9200 training sample - Puma hoodies and pants"""
371,null,null,"""Sample 9200 training sample - Bata socks and tshirts"""
372,null,null,"""Sample 9300 training sample - Nike tshirts and tshirts"""
373,null,null,"""Sample 9300 training sample - Adidas jeans and jeans"""
374,null,null,"""Sample 9300 training sample - Puma sweaters and tshirts"""
375,null,null,"""Sample 9300 training sample - Bata hoodies and football"""
376,null,null,"""Sample 9400 training sample - Nike hoodies and socks"""
377,null,null,"""Sample 9400 training sample - Adidas socks and sweaters"""
378,null,null,"""Sample 9400 training sample - Puma tshirts and socks"""
379,null,null,"""Sample 9400 training sample - Bata hoodies and football"""
380,null,null,"""Sample 9500 training sample - Nike tshirts and socks"""
381,null,null,"""Sample 9500 training sample - Adidas football and jeans"""
382,null,null,"""Sample 9500 training sample - Puma football and hoodies"""
383,null,null,"""Sample 9500 training sample - Bata socks and hoodies"""
384,null,null,"""Sample 9600 training sample - Nike football and football"""
385,null,null,"""Sample 9600 training sample - Adidas sweaters and sweaters"""
386,null,null,"""Sample 9600 training sample - Puma shoes and hoodies"""
387,null,null,"""Sample 9600 training sample - Bata sweaters and hoodies"""
388,null,null,"""Sample 9700 training sample - Nike hoodies and shoes"""
389,null,null,"""Sample 9700 training sample - Adidas hoodies and tshirts"""
390,null,null,"""Sample 9700 training sample - Puma socks and shoes"""
391,null,null,"""Sample 9700 training sample - Bata shoes and sweaters"""
392,null,null,"""Sample 9800 training sample - Nike jeans and shoes"""
393,null,null,"""Sample 9800 training sample - Adidas pants and jeans"""
394,null,null,"""Sample 9800 training sample - Puma pants and pants"""
395,null,null,"""Sample 9800 training sample - Bata sweaters and pants"""
396,null,null,"""Sample 9900 training sample - Nike sweaters and tshirts"""
397,null,null,"""Sample 9900 training sample - Adidas pants and jeans"""
398,null,null,"""Sample 9900 training sample - Puma tshirts and pants"""
399,null,null,"""Sample 9900 training sample - Bata sweaters and sweaters"""
400,null,null,"""Sample 10000 training sample - Nike jeans and football"""
401,null,null,"""Sample 10000 training sample - Adidas football and shoes"""
402,null,null,"""Sample 10000 training sample - Puma tshirts and football"""
403,null,null,"""Sample 10000 training sample - Bata jeans and pants"""
404,null,null,"""Sample 10100 training sample - Nike shoes and pants"""
405,null,null,"""Sample 10100 training sample - Adidas hoodies and football"""
406,null,null,"""Sample 10100 training sample - Puma pants and pants"""
407,null,null,"""Sample 10100 training sample - Bata sweaters and hoodies"""
408,null,null,"""Sample 10200 training sample - Nike shoes and hoodies"""
409,null,null,"""Sample 10200 training sample - Adidas sweaters and pants"""
410,null,null,"""Sample 10200 training sample - Puma hoodies and football"""
411,null,null,"""Sample 10200 training sample - Bata hoodies and jeans"""
412,null,null,"""Sample 10300 training sample - Nike football and jeans"""
413,null,null,"""Sample 10300 training sample - Adidas jeans and tshirts"""
414,null,null,"""Sample 10300 training sample - Puma sweaters and pants"""
415,null,null,"""Sample 10300 training sample - Bata sweaters and sweaters"""
416,null,null,"""Sample 10400 training sample - Nike pants and jeans"""
417,null,null,"""Sample 10400 training sample - Adidas football and sweaters"""
418,null,null,"""Sample 10400 training sample - Puma jeans and shoes"""
419,null,null,"""Sample 10400 training sample - Bata socks and tshirts"""
420,null,null,"""Sample 10500 training sample - Nike sweaters and football"""
421,null,null,"""Sample 10500 training sample - Adidas tshirts and shoes"""
422,null,null,"""Sample 10500 training sample - Puma football and shoes"""
423,null,null,"""Sample 10500 training sample - Bata pants and socks"""
424,null,null,"""Sample 10600 training sample - Nike pants and jeans"""
425,null,null,"""Sample 10600 training sample - Adidas socks and tshirts"""
426,null,null,"""Sample 10600 training sample - Puma pants and hoodies"""
427,null,null,"""Sample 10600 training sample - Bata sweaters and hoodies"""
428,null,null,"""Sample 10700 training sample - Nike shoes and football"""
429,null,null,"""Sample 10700 training sample - Adidas hoodies and shoes"""
430,null,null,"""Sample 10700 training sample - Puma shoes and socks"""
431,null,null,"""Sample 10700 training sample - Bata tshirts and sweaters"""
432,null,null,"""Sample 10800 training sample - Nike jeans and jeans"""
433,null,null,"""Sample 10800 training sample - Adidas tshirts and jeans"""
434,null,null,"""Sample 10800 training sample - Puma tshirts and football"""
435,null,null,"""Sample 10800 training sample - Bata shoes and tshirts"""
436,null,null,"""Sample 10900 training sample - Nike jeans and hoodies"""
437,null,null,"""Sample 10900 training sample - Adidas pants and jeans"""
